tqq,tss,nooverlap
t7378c9,t9839c1,0
t7378c9,t9876c0,0
t7378c9,t9958c1,0
t7378c9,t9963c0,0
t7378c9,t9966c1,0
t7378c9,t9967c5,0
t7378c9,t9968c1,0
t7378c9,t9882c2,0
t7378c9,t9883c0,0
t7378c9,t9916c0,0
t7378c9,t9916c1,0
t7378c9,t9941c4,0
t7378c9,t9952c1,0
t7378c9,t9955c1,0
t7378c9,t10028c4,0
t7378c9,t10033c4,0
t7378c9,t10035c4,0
t7378c9,t10047c1,0
t7378c9,t10052c0,0
t7378c9,t10054c0,0
t7378c9,t10063c4,0
t7378c9,t10079c2,0
t7378c9,t10079c4,0
t7378c9,t10083c4,0
t7378c9,t10102c2,0
t7378c9,t10104c3,0
t7378c9,t10108c0,0
t7378c9,t10108c1,0
t7378c9,t10120c0,0
t7378c9,t10140c1,0
t7378c9,t10148c1,0
t7378c9,t10158c1,0
t7378c9,t10168c2,0
t7378c9,t10171c3,0
t7378c9,t10173c0,0
t7378c9,t10219c0,0
t7378c9,t10253c3,0
t7378c9,t10258c1,0
t7378c9,t10293c2,0
t7378c9,t10295c2,0
t7378c9,t10311c1,0
t7378c9,t10327c1,0
t7378c9,t10328c2,0
t7378c9,t10347c2,0
t7378c9,t10368c4,0
t7378c9,t10375c1,0
t7378c9,t10381c1,0
t7378c9,t10390c2,0
t7378c9,t10392c1,0
t7378c9,t10405c0,0
t7378c9,t10409c1,0
t7378c9,t10410c1,0
t7378c9,t10417c2,0
t7378c9,t10446c1,0
t7378c9,t10460c1,0
t7378c9,t10515c1,0
t7378c9,t10538c0,0
t7378c9,t10565c1,0
t7378c9,t10568c2,0
t7378c9,t10583c0,0
t7378c9,t10600c6,0
t7378c9,t10620c0,0
t7378c9,t10636c0,0
t7378c9,t10651c0,0
t7378c9,t10660c2,0
t7378c9,t10660c4,0
t7378c9,t10681c0,0
t7378c9,t10706c1,0
t7378c9,t10708c3,0
t7378c9,t10710c1,0
t7378c9,t10714c2,0
t7378c9,t10717c0,0
t7378c9,t10723c1,0
t7378c9,t10730c1,0
t7378c9,t10767c1,0
t7378c9,t10781c0,0
t7378c9,t10835c9,0
t7378c9,t10867c1,0
t7378c9,t11054c2,0
t7378c9,t10895c0,0
t7378c9,t10987c4,0
t7378c9,t10990c0,0
t7378c9,t11000c0,0
t7378c9,t11029c3,0
t7378c9,t11033c1,0
t7378c9,t11040c0,0
t7378c9,t11042c2,0
t7378c9,t10911c3,0
t7378c9,t10912c3,0
t7378c9,t10916c0,0
t7378c9,t10922c0,0
t7378c9,t10925c0,0
t7378c9,t10949c3,0
t7378c9,t10950c3,0
t7378c9,t10951c3,0
t7378c9,t10976c4,0
t7378c9,t11125c0,0
t7378c9,t11153c1,0
t7378c9,t11156c4,0
t7378c9,t11197c1,0
t7378c9,t11203c4,0
t7378c9,t11226c3,0
t7378c9,t11340c6,0
t7378c9,t11352c0,0
t7378c9,t11355c1,0
t7378c9,t11357c0,0
t7378c9,t11252c2,0
t7378c9,t11265c2,0
t7378c9,t11266c0,0
t7378c9,t11270c0,0
